PLAYER_NAME,PER,TS%,USG%,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional,SEASON
Luke Kornet,19.6,.683,11.4,7.0,.246,1.6,1.7,3.3,1.8,kornelu01,2024-25
Trey Lyles,12.3,.551,14.3,2.6,.091,-0.4,-0.3,-0.7,0.4,lylestr01,2024-25
Jake LaRavia,12.6,.591,14.4,2.9,.104,-0.8,1.1,0.2,0.8,laravja01,2024-25
Jake LaRavia,13.5,.605,14.5,2.4,.119,-0.2,1.5,1.3,0.8,laravja01,2024-25
Jake LaRavia,10.2,.551,14.2,0.5,.063,-2.5,-0.2,-2.7,-0.1,laravja01,2024-25
Bogdan Bogdanović,11.1,.559,18.7,1.9,.069,-1.8,-0.2,-2.0,0.0,bogdabo01,2024-25
Bogdan Bogdanović,7.6,.502,18.9,-0.1,-0.006,-4.1,-0.6,-4.7,-0.4,bogdabo01,2024-25
Bogdan Bogdanović,14.0,.608,18.6,2.0,.128,0.1,0.1,0.2,0.4,bogdabo01,2024-25
Justin Champagnie,15.7,.614,15.6,2.8,.100,-0.3,-0.2,-0.5,0.5,champju01,2024-25
Paul George,14.5,.543,23.5,1.0,.036,-0.5,0.1,-0.4,0.5,georgpa01,2024-25
Ausar Thompson,17.2,.568,19.1,3.8,.138,-0.8,2.5,1.7,1.2,thompau01,2024-25
Donovan Clingan,17.4,.574,14.2,4.0,.144,-1.7,1.4,-0.3,0.6,clingdo01,2024-25
Jordan Hawkins,9.6,.504,21.0,-0.5,-0.020,-2.4,-3.0,-5.4,-1.2,hawkijo01,2024-25
Tyrese Martin,10.9,.533,18.8,0.9,.033,-1.4,-1.2,-2.6,-0.2,martity01,2024-25
Mason Plumlee,14.8,.645,10.8,3.7,.136,-1.5,1.0,-0.6,0.5,plumlma01,2024-25
Jonathan Mogbo,11.9,.496,15.0,1.9,.071,-2.9,1.0,-1.9,0.0,mogbojo01,2024-25
Jalen Johnson,17.3,.569,22.5,2.4,.089,0.5,1.4,1.8,1.2,johnsja05,2024-25
Max Strus,12.6,.607,14.7,3.4,.130,1.1,0.2,1.3,1.1,strusma01,2024-25
Johnny Juzang,11.8,.573,17.6,1.6,.060,-0.9,-1.4,-2.3,-0.1,juzanjo01,2024-25
Ron Holland,11.1,.556,18.1,1.8,.067,-3.3,0.3,-3.0,-0.3,hollaro01,2024-25
Javonte Green,10.7,.541,11.8,1.6,.063,-2.8,0.5,-2.3,-0.1,greenja02,2024-25
Javonte Green,10.8,.569,10.9,1.4,.063,-2.5,0.3,-2.2,0.0,greenja02,2024-25
Javonte Green,10.2,.438,18.2,0.2,.063,-4.4,1.3,-3.1,0.0,greenja02,2024-25
Nick Richards,16.6,.634,17.3,3.0,.114,-2.0,-1.3,-3.3,-0.4,richani01,2024-25
Nick Richards,17.2,.614,17.9,1.1,.117,-2.3,0.2,-2.0,0.0,richani01,2024-25
Nick Richards,16.3,.645,17.0,1.9,.112,-1.9,-2.1,-3.9,-0.4,richani01,2024-25
Dean Wade,10.1,.563,10.4,3.0,.113,-1.0,1.2,0.3,0.7,wadede01,2024-25
Ricky Council IV,11.6,.502,20.3,0.6,.023,-2.0,-2.3,-4.3,-0.7,councri01,2024-25
Tidjane Salaün,7.7,.457,15.2,0.0,.002,-4.3,-0.8,-5.2,-1.0,salauti01,2024-25
Bobby Portis,17.7,.542,24.1,2.7,.106,0.6,-0.4,0.2,0.7,portibo01,2024-25
Moussa Diabaté,16.5,.609,13.4,3.2,.125,-1.4,-0.4,-1.9,0.0,diabamo01,2024-25
Jeremiah Robinson-Earl,12.9,.563,14.4,1.7,.067,-0.9,-1.6,-2.5,-0.2,robinje02,2024-25
Simone Fontecchio,9.7,.544,15.8,1.6,.063,-2.2,-0.7,-2.9,-0.3,fontesi01,2024-25
Cole Anthony,14.2,.531,24.6,2.0,.078,-0.8,0.9,0.1,0.7,anthoco01,2024-25
Ben Sheppard,9.2,.555,11.3,2.1,.081,-2.2,0.2,-2.0,0.0,sheppbe01,2024-25
Daniel Gafford,24.7,.716,19.5,5.9,.232,2.7,1.1,3.8,1.8,gaffoda01,2024-25
John Collins,19.0,.628,24.2,2.5,.098,1.4,-0.4,1.0,0.9,collijo01,2024-25
Caleb Martin,9.6,.513,14.4,0.6,.025,-2.9,-0.2,-3.2,-0.4,martica02,2024-25
Caleb Martin,10.1,.531,14.2,0.6,.030,-2.3,-0.2,-2.5,-0.1,martica02,2024-25
Caleb Martin,8.0,.454,14.9,0.0,.008,-5.0,-0.3,-5.3,-0.2,martica02,2024-25
Kristaps Porziņģis,22.3,.618,25.9,5.3,.212,3.5,1.2,4.7,2.1,porzikr01,2024-25
Brandon Clarke,17.6,.638,15.3,4.4,.174,0.0,0.8,0.8,0.9,clarkbr01,2024-25
Deandre Ayton,17.7,.583,19.4,2.8,.113,-0.3,-0.4,-0.7,0.4,aytonde01,2024-25
Jarace Walker,11.9,.590,17.1,1.6,.065,-1.8,0.8,-0.9,0.3,walkeja02,2024-25
Kawhi Leonard,20.5,.589,27.7,3.5,.141,2.5,0.6,3.1,1.5,leonaka01,2024-25
Clint Capela,17.7,.564,16.7,3.2,.131,-0.6,-0.4,-1.0,0.3,capelca01,2024-25
Cody Martin,11.3,.509,14.7,1.3,.054,-2.8,1.1,-1.7,0.1,martico01,2024-25
Cody Martin,11.7,.528,14.6,1.3,.063,-2.3,1.1,-1.2,0.2,martico01,2024-25
Cody Martin,9.5,.417,15.3,0.0,.010,-4.9,0.9,-4.0,-0.1,martico01,2024-25
Mark Williams,23.9,.647,21.4,4.7,.195,2.5,0.9,3.5,1.6,willima07,2024-25
Precious Achiuwa,13.6,.530,14.9,2.3,.095,-2.1,0.2,-1.9,0.0,achiupr01,2024-25
Nikola Jović,13.8,.595,18.3,2.5,.104,-0.3,0.6,0.3,0.7,jovicni01,2024-25
Justin Edwards,11.3,.559,16.9,0.9,.039,-2.1,-1.6,-3.7,-0.5,edwarju01,2024-25
Vit Krejci,12.7,.661,12.9,2.6,.110,0.0,0.7,0.7,0.8,krejcvi01,2024-25
Jonathan Kuminga,15.7,.535,27.4,1.9,.080,-0.5,-0.1,-0.6,0.4,kuminjo01,2024-25
Kevon Looney,17.0,.535,13.3,4.3,.182,-1.0,1.3,0.3,0.7,looneke01,2024-25
Kenrich Williams,13.7,.587,15.4,3.6,.151,-0.4,0.9,0.6,0.7,willike04,2024-25
Julian Phillips,10.2,.571,12.9,1.9,.080,-2.6,-0.4,-3.0,-0.3,phillju01,2024-25
Aaron Nesmith,14.6,.653,17.4,2.9,.126,0.0,-0.5,-0.5,0.4,nesmiaa01,2024-25
Dalano Banton,12.9,.497,24.1,0.8,.033,-0.6,-0.2,-0.8,0.3,bantoda01,2024-25
Ben Simmons,12.4,.539,13.2,1.8,.078,-2.3,1.8,-0.5,0.4,simmobe01,2024-25
Ben Simmons,12.6,.562,14.3,1.1,.065,-2.4,1.4,-1.0,0.2,simmobe01,2024-25
Ben Simmons,11.9,.464,10.4,0.7,.116,-1.9,2.7,0.9,0.2,simmobe01,2024-25
Ja'Kobe Walter,10.8,.523,18.2,1.2,.052,-2.3,-0.6,-3.0,-0.3,walteja01,2024-25
Jaxson Hayes,15.8,.720,12.4,3.7,.162,-1.6,1.3,-0.3,0.5,hayesja02,2024-25
Cameron Payne,13.8,.532,20.8,2.3,.099,-0.1,-0.2,-0.2,0.5,payneca01,2024-25
Jonathan Isaac,16.6,.512,16.2,3.4,.148,-1.1,1.8,0.7,0.7,isaacjo01,2024-25
DaQuan Jeffries,7.9,.518,13.5,0.6,.027,-4.0,-0.7,-4.7,-0.7,jeffrda01,2024-25
Jusuf Nurkić,15.2,.555,20.6,1.5,.066,-2.2,0.9,-1.3,0.2,nurkiju01,2024-25
Jusuf Nurkić,12.6,.556,18.7,0.5,.039,-3.9,0.5,-3.4,-0.2,nurkiju01,2024-25
Jusuf Nurkić,18.4,.554,23.0,1.0,.099,-0.1,1.4,1.2,0.4,nurkiju01,2024-25
Seth Curry,12.2,.616,15.7,1.8,.080,-0.8,-0.9,-1.7,0.1,curryse01,2024-25
Cody Williams,3.7,.419,12.5,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4,willico04,2024-25
Isaac Okoro,10.7,.587,12.5,2.5,.115,-1.1,0.6,-0.5,0.4,okorois01,2024-25
Oso Ighodaro,11.1,.610,10.5,1.6,.075,-2.9,0.3,-2.6,-0.2,ighodos01,2024-25
Jared Butler,15.6,.549,23.6,1.4,.063,0.5,-1.5,-1.0,0.3,butleja02,2024-25
Jared Butler,17.7,.562,26.1,0.6,.079,2.2,-1.2,1.0,0.3,butleja02,2024-25
Jared Butler,14.5,.540,22.2,0.8,.055,-0.4,-1.7,-2.1,0.0,butleja02,2024-25
Jamison Battle,10.7,.590,15.3,1.7,.079,-0.9,-1.3,-2.3,-0.1,battlja01,2024-25
Noah Clowney,9.2,.516,19.0,0.5,.023,-3.1,-1.0,-4.1,-0.5,clownno01,2024-25
Alex Caruso,15.9,.568,15.2,3.9,.180,0.1,3.9,4.0,1.6,carusal01,2024-25
Kris Murray,9.1,.472,13.9,0.7,.033,-3.1,0.1,-3.0,-0.3,murrakr01,2024-25
Dejounte Murray,15.4,.494,27.3,0.2,.009,-1.3,-0.3,-1.6,0.1,murrade01,2024-25
Jalen Suggs,14.4,.536,27.5,1.1,.052,-0.8,1.3,0.4,0.6,suggsja01,2024-25
Kyle Anderson,15.1,.538,15.9,2.8,.135,-0.6,2.2,1.5,0.9,anderky01,2024-25
Kyle Anderson,14.8,.522,15.7,1.5,.132,-0.3,2.6,2.3,0.6,anderky01,2024-25
Kyle Anderson,15.3,.557,16.1,1.3,.139,-1.0,1.7,0.6,0.3,anderky01,2024-25
Brandon Boston Jr.,12.7,.535,20.0,0.7,.033,-2.3,-0.2,-2.5,-0.1,bostobr01,2024-25
Dalen Terry,9.6,.546,14.9,1.1,.052,-4.0,0.2,-3.8,-0.5,terryda01,2024-25
Andre Jackson Jr.,8.6,.554,11.9,1.2,.059,-3.6,0.2,-3.4,-0.3,jacksan01,2024-25
Zach Collins,16.0,.605,17.1,2.7,.132,-0.8,0.8,0.0,0.5,colliza01,2024-25
Zach Collins,14.4,.566,17.1,1.0,.110,-1.6,1.5,-0.1,0.2,colliza01,2024-25
Zach Collins,17.2,.635,17.1,1.7,.149,-0.1,0.2,0.1,0.3,colliza01,2024-25
Trayce Jackson-Davis,18.5,.587,17.1,3.4,.167,0.3,0.9,1.2,0.8,jackstr02,2024-25
Thomas Bryant,17.2,.614,17.1,3.1,.152,0.7,0.0,0.6,0.6,bryanth01,2024-25
Thomas Bryant,15.8,.624,13.4,0.4,.171,-1.1,1.1,0.0,0.1,bryanth01,2024-25
Thomas Bryant,17.4,.613,17.6,2.6,.150,0.9,-0.2,0.7,0.6,bryanth01,2024-25
Jalen Smith,18.7,.586,21.0,2.9,.146,1.5,-0.6,0.9,0.7,smithja04,2024-25
Jordan Clarkson,14.5,.540,27.8,0.4,.021,0.6,-2.1,-1.5,0.1,clarkjo01,2024-25
Gary Payton II,16.2,.635,16.1,3.0,.155,-0.5,2.0,1.4,0.8,paytoga02,2024-25
Brandon Miller,14.0,.540,27.7,0.4,.023,0.8,-0.8,0.0,0.4,millebr02,2024-25
Bruce Brown,10.9,.504,17.2,0.7,.035,-3.2,-0.6,-3.8,-0.4,brownbr01,2024-25
Bruce Brown,12.3,.525,19.3,0.4,.060,-2.7,0.2,-2.5,0.0,brownbr01,2024-25
Bruce Brown,10.1,.488,15.9,0.2,.020,-3.4,-1.2,-4.6,-0.4,brownbr01,2024-25
Immanuel Quickley,17.5,.570,25.1,2.5,.128,3.2,-1.0,2.2,1.0,quickim01,2024-25
Trendon Watford,13.0,.557,23.3,0.7,.038,-2.3,-0.8,-3.1,-0.3,watfotr01,2024-25
KJ Martin,10.2,.618,11.5,1.3,.068,-3.2,-0.3,-3.6,-0.4,martike04,2024-25
KJ Martin,12.3,.689,11.2,1.1,.107,-2.1,0.3,-1.7,0.0,martike04,2024-25
KJ Martin,7.9,.546,11.8,0.2,.024,-4.6,-1.1,-5.6,-0.4,martike04,2024-25
Jaden Hardy,10.4,.549,25.3,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,hardyja02,2024-25
Day'Ron Sharpe,19.7,.568,19.9,2.7,.141,0.0,0.9,0.9,0.7,sharpda01,2024-25
Adem Bona,16.5,.714,14.3,2.3,.121,-2.9,0.2,-2.7,-0.2,bonaad01,2024-25
Tre Jones,16.3,.617,14.1,2.9,.155,0.5,1.0,1.5,0.8,jonestr01,2024-25
Tre Jones,13.8,.572,12.2,1.1,.118,-1.2,1.1,-0.1,0.2,jonestr01,2024-25
Tre Jones,18.8,.647,16.0,1.8,.191,2.1,1.0,3.1,0.6,jonestr01,2024-25
Jaden Ivey,14.7,.569,26.0,1.2,.062,0.8,-0.8,0.0,0.5,iveyja01,2024-25
Kelly Olynyk,14.9,.609,18.5,1.7,.092,-1.1,0.4,-0.7,0.3,olynyke01,2024-25
Kelly Olynyk,14.9,.624,18.8,0.9,.112,-0.7,0.9,0.2,0.2,olynyke01,2024-25
Kelly Olynyk,14.8,.596,18.2,0.8,.077,-1.4,0.0,-1.4,0.1,olynyke01,2024-25
Chet Holmgren,19.2,.599,22.0,3.2,.173,0.5,1.9,2.4,1.0,holmgch01,2024-25
Neemias Queta,16.3,.674,13.7,3.2,.179,-1.7,1.0,-0.7,0.3,quetane01,2024-25
Alec Burks,12.8,.608,16.5,1.8,.100,0.0,0.3,0.3,0.5,burksal01,2024-25
Chris Boucher,18.7,.615,21.2,2.7,.148,2.9,-0.6,2.3,0.9,bouchch01,2024-25
Zion Williamson,27.3,.600,34.7,2.5,.141,5.9,1.0,7.0,1.9,willizi01,2024-25
Khris Middleton,16.7,.588,22.0,2.0,.116,0.4,0.3,0.7,0.6,middlkh01,2024-25
Khris Middleton,17.8,.627,22.0,1.7,.150,1.7,0.6,2.2,0.6,middlkh01,2024-25
Khris Middleton,14.9,.526,22.0,0.4,.057,-1.9,-0.1,-2.0,0.0,middlkh01,2024-25
KJ Simpson,8.3,.437,19.1,-0.4,-0.025,-4.5,-0.9,-5.4,-0.7,simpskj01,2024-25
Shake Milton,11.9,.563,16.7,1.3,.077,-1.7,-0.5,-2.2,0.0,miltosh01,2024-25
Shake Milton,12.8,.580,17.0,1.0,.093,-0.8,-0.2,-0.9,0.1,miltosh01,2024-25
Shake Milton,10.5,.535,16.3,0.4,.055,-3.1,-0.9,-4.0,-0.2,miltosh01,2024-25
Dereck Lively II,20.1,.704,13.6,3.4,.199,1.1,2.2,3.3,1.1,livelde01,2024-25
Garrison Mathews,11.2,.606,15.9,1.5,.087,-1.1,-0.5,-1.6,0.1,mathega01,2024-25
Cam Whitmore,15.5,.549,23.9,1.8,.106,0.7,-0.4,0.3,0.5,whitmca01,2024-25
Ryan Rollins,14.0,.600,18.4,1.7,.101,-1.4,0.9,-0.5,0.3,rolliry01,2024-25
Marcus Sasser,14.0,.589,19.4,1.8,.108,-0.4,-0.2,-0.6,0.3,sassema01,2024-25
Steven Adams,16.6,.541,13.6,2.3,.137,0.0,0.3,0.3,0.5,adamsst01,2024-25
Aaron Holiday,12.2,.594,16.8,2.0,.122,-0.4,0.1,-0.2,0.3,holidaa01,2024-25
Karlo Matković,15.6,.639,15.9,1.6,.096,-1.9,-0.2,-2.0,0.0,matkoka01,2024-25
Caleb Houstan,9.4,.605,11.7,1.8,.109,-2.4,0.2,-2.2,0.0,houstca01,2024-25
Vasilije Micić,6.5,.462,19.9,-1.0,-0.060,-4.6,-2.4,-7.0,-1.0,micicva01,2024-25
Vasilije Micić,6.8,.462,20.3,-0.9,-0.056,-4.4,-2.4,-6.8,-0.9,micicva01,2024-25
Vasilije Micić,-5.2,,6.3,-0.1,-0.189,-10.7,-4.1,-14.8,-0.1,micicva01,2024-25
Jaylin Williams,16.4,.594,14.6,3.3,.199,1.5,2.7,4.3,1.2,willija07,2024-25
Pelle Larsson,10.2,.546,14.4,1.4,.086,-3.8,0.7,-3.1,-0.2,larsspe01,2024-25
Cam Thomas,18.0,.575,32.6,1.2,.071,2.8,-2.6,0.3,0.5,thomaca02,2024-25
Lindy Waters III,8.8,.504,14.8,1.0,.062,-3.0,0.2,-2.8,-0.2,waterli01,2024-25
Lindy Waters III,8.4,.498,14.6,0.8,.057,-3.5,0.4,-3.1,-0.2,waterli01,2024-25
Lindy Waters III,11.0,.534,16.1,0.2,.086,-0.5,-0.7,-1.2,0.0,waterli01,2024-25
Lonzo Ball,12.2,.524,15.9,1.2,.075,-1.5,1.7,0.2,0.4,balllo01,2024-25
Orlando Robinson,12.9,.519,18.5,1.2,.072,-3.0,-0.4,-3.4,-0.3,robinor01,2024-25
Orlando Robinson,12.2,.473,18.2,0.1,.047,-4.1,1.3,-2.9,0.0,robinor01,2024-25
Orlando Robinson,12.9,.523,18.6,1.1,.074,-2.9,-0.5,-3.5,-0.3,robinor01,2024-25
Eric Gordon,10.8,.591,14.4,0.9,.053,-0.8,-0.8,-1.6,0.1,gordoer01,2024-25
Gui Santos,11.7,.575,13.2,1.7,.110,-2.2,0.5,-1.7,0.1,santogu01,2024-25
Landry Shamet,9.7,.601,14.8,1.0,.065,-1.9,-0.6,-2.4,-0.1,shamela01,2024-25
Svi Mykhailiuk,9.8,.526,20.3,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,mykhasv01,2024-25
Andre Drummond,16.0,.535,19.1,1.2,.078,-2.4,-0.8,-3.2,-0.2,drumman01,2024-25
Jabari Walker,15.0,.601,16.3,2.0,.128,-1.2,0.5,-0.8,0.2,walkeja01,2024-25
Jay Huff,18.2,.666,19.6,2.5,.162,2.5,1.0,3.5,1.1,huffja01,2024-25
Drew Eubanks,15.6,.622,15.1,1.7,.107,-1.2,0.6,-0.7,0.3,eubandr01,2024-25
Drew Eubanks,15.9,.632,14.8,1.2,.100,-0.9,0.9,0.0,0.3,eubandr01,2024-25
Drew Eubanks,14.8,.589,16.0,0.5,.129,-2.4,-0.3,-2.7,0.0,eubandr01,2024-25
Talen Horton-Tucker,13.8,.567,21.6,1.1,.075,-1.4,-1.1,-2.4,-0.1,hortota01,2024-25
Gary Harris,6.9,.524,9.5,1.0,.067,-3.9,1.2,-2.7,-0.1,harriga01,2024-25
Micah Potter,8.5,.563,10.3,0.4,.030,-2.9,-0.6,-3.5,-0.3,pottemi01,2024-25
Jett Howard,7.1,.491,19.2,0.1,.010,-4.1,-1.2,-5.3,-0.6,howarje01,2024-25
DeAndre Jordan,15.4,.621,12.8,1.8,.127,-1.4,0.2,-1.2,0.2,jordade01,2024-25
Quinten Post,14.2,.595,19.6,1.7,.116,0.1,0.0,0.1,0.4,postqu01,2024-25
Blake Wesley,9.9,.510,16.7,0.2,.011,-3.9,-0.3,-4.2,-0.4,weslebl01,2024-25
Sandro Mamukelashvili,19.7,.628,20.8,2.2,.152,3.3,-1.0,2.3,0.7,mamuksa01,2024-25
Marcus Smart,12.4,.529,20.6,0.7,.051,-1.6,0.1,-1.5,0.1,smartma01,2024-25
Marcus Smart,11.3,.504,20.0,0.4,.054,-1.7,0.5,-1.2,0.1,smartma01,2024-25
Marcus Smart,14.0,.563,21.5,0.3,.046,-1.5,-0.5,-1.9,0.0,smartma01,2024-25
Jalen Pickett,10.9,.545,13.2,1.1,.078,-0.8,-0.7,-1.5,0.1,pickeja02,2024-25
Tosan Evbuomwan,11.6,.530,19.1,0.6,.044,-3.0,-0.3,-3.2,-0.2,evbuoto01,2024-25
Antonio Reeves,11.7,.579,18.8,0.4,.029,-1.2,-2.0,-3.2,-0.2,reevean01,2024-25
Kyle Lowry,9.8,.525,10.1,1.0,.070,-2.8,1.5,-1.3,0.1,lowryky01,2024-25
Reed Sheppard,9.7,.465,17.8,0.8,.055,-3.0,1.3,-1.7,0.1,sheppre01,2024-25
Herbert Jones,10.4,.541,14.6,0.4,.033,-3.9,0.2,-3.6,-0.3,joneshe01,2024-25
AJ Johnson,7.1,.480,17.4,-0.4,-0.032,-5.6,-2.5,-8.1,-1.0,johnsaj01,2024-25
AJ Johnson,10.6,.503,23.8,0.0,-0.023,-3.1,-1.8,-4.9,0.0,johnsaj01,2024-25
AJ Johnson,6.9,.478,17.0,-0.4,-0.033,-5.8,-2.5,-8.3,-0.9,johnsaj01,2024-25
Maxi Kleber,5.6,.489,8.7,0.3,.023,-4.2,0.4,-3.8,-0.3,klebima01,2024-25
Delon Wright,9.2,.440,11.3,0.7,.053,-2.8,1.4,-1.4,0.1,wrighde01,2024-25
Delon Wright,7.4,.365,11.2,0.2,.022,-4.1,1.6,-2.5,-0.1,wrighde01,2024-25
Delon Wright,12.4,.566,11.5,0.5,.109,-0.6,1.1,0.5,0.1,wrighde01,2024-25
Jericho Sims,10.0,.639,7.6,1.3,.096,-3.1,0.1,-3.0,-0.2,simsje01,2024-25
Jericho Sims,9.9,.619,7.5,0.8,.096,-3.3,-0.2,-3.5,-0.2,simsje01,2024-25
Jericho Sims,10.2,.680,7.7,0.4,.097,-2.8,0.9,-1.9,0.0,simsje01,2024-25
Josh Okogie,16.3,.567,19.5,1.3,.100,-0.1,1.6,1.5,0.6,okogijo01,2024-25
Josh Okogie,15.8,.586,18.1,0.7,.092,0.1,0.3,0.4,0.2,okogijo01,2024-25
Josh Okogie,16.8,.548,21.2,0.6,.110,-0.3,3.3,3.1,0.4,okogijo01,2024-25
Jeff Dowtin Jr.,16.1,.570,18.6,1.3,.103,0.7,-0.5,0.2,0.3,dowtije01,2024-25
Daniel Theis,12.1,.558,11.6,1.0,.077,-3.3,0.0,-3.3,-0.2,theisda01,2024-25
Cory Joseph,10.9,.547,12.8,1.5,.114,-2.3,1.4,-0.8,0.2,josepco01,2024-25
Zeke Nnaji,12.0,.574,12.2,1.2,.097,-2.1,0.7,-1.3,0.1,nnajize01,2024-25
Kessler Edwards,11.3,.597,11.1,1.2,.096,-2.0,0.6,-1.4,0.1,edwarke02,2024-25
Pat Connaughton,12.1,.567,15.6,1.2,.093,-1.4,-0.8,-2.3,0.0,connapa01,2024-25
Ajay Mitchell,12.0,.587,16.2,1.5,.122,-2.5,0.9,-1.6,0.1,mitchaj01,2024-25
Brandon Ingram,16.0,.560,30.2,0.0,.001,1.4,-1.7,-0.3,0.3,ingrabr01,2024-25
Jared McCain,15.2,.589,24.7,0.7,.057,1.8,-1.6,0.2,0.3,mccaija01,2024-25
Cam Reddish,7.4,.498,8.8,0.7,.054,-4.4,1.6,-2.7,-0.1,reddica01,2024-25
Jae'Sean Tate,12.3,.557,13.3,1.6,.133,-2.1,1.4,-0.7,0.2,tateja01,2024-25
Olivier-Maxence Prosper,12.6,.484,16.3,0.9,.072,-1.6,-0.5,-2.1,0.0,prospol01,2024-25
Jarred Vanderbilt,13.2,.537,12.5,1.4,.114,-2.3,1.3,-1.0,0.2,vandeja01,2024-25
Joel Embiid,23.4,.580,34.2,1.4,.118,3.7,-0.3,3.5,0.8,embiijo01,2024-25
Monte Morris,13.1,.546,18.1,0.8,.064,-1.0,-0.8,-1.8,0.0,morrimo01,2024-25
Moritz Wagner,22.3,.649,26.8,2.0,.174,2.6,1.4,4.0,0.9,wagnemo01,2024-25
Malcolm Brogdon,15.8,.544,23.7,0.7,.061,-0.1,-1.5,-1.5,0.1,brogdma01,2024-25
John Konchar,12.1,.592,8.0,1.5,.131,-0.7,2.3,1.7,0.5,konchjo01,2024-25
Dwight Powell,12.9,.713,7.6,1.7,.147,-1.5,1.5,0.0,0.3,poweldw01,2024-25
Dillon Jones,8.1,.464,13.3,0.8,.067,-4.3,0.3,-4.0,-0.3,jonesdi01,2024-25
Jordan Goodwin,12.1,.541,14.1,1.0,.084,-1.7,0.8,-0.8,0.2,goodwjo01,2024-25
Richaun Holmes,19.8,.695,14.7,2.0,.178,1.2,0.0,1.1,0.4,holmeri01,2024-25
Mouhamed Gueye,14.4,.520,15.7,1.2,.106,-1.6,1.0,-0.6,0.2,gueyemo02,2024-25
Bismack Biyombo,12.2,.576,12.3,0.8,.071,-3.6,0.0,-3.6,-0.2,biyombi01,2024-25
Jaylen Clark,12.0,.598,12.0,1.6,.147,-2.9,2.7,-0.2,0.2,clarkja02,2024-25
Rob Dillingham,10.2,.503,22.7,0.1,.012,-3.3,-0.9,-4.2,-0.3,dilliro01,2024-25
Colby Jones,11.4,.544,13.7,0.6,.053,-3.3,0.4,-2.8,-0.1,jonesco02,2024-25
Colby Jones,8.6,.500,10.9,0.1,.036,-3.9,1.2,-2.7,0.0,jonesco02,2024-25
Colby Jones,12.3,.553,14.7,0.5,.059,-3.1,0.2,-2.9,-0.1,jonesco02,2024-25
Craig Porter Jr.,13.1,.610,15.9,1.1,.102,0.1,1.0,1.1,0.4,portecr01,2024-25
Tristan Vukcevic,17.8,.608,25.7,0.7,.069,0.4,-0.9,-0.5,0.2,vukcetr01,2024-25
Elfrid Payton,8.5,.340,15.2,-0.6,-0.057,-5.1,-1.3,-6.4,-0.6,paytoel01,2024-25
Elfrid Payton,10.6,.380,17.0,-0.4,-0.047,-3.6,-1.9,-5.5,-0.3,paytoel01,2024-25
Elfrid Payton,1.7,.143,9.7,-0.2,-0.087,-9.9,0.7,-9.2,-0.2,paytoel01,2024-25
Jamal Cain,11.4,.544,17.0,0.4,.036,-2.5,-0.8,-3.4,-0.2,cainja01,2024-25
Keaton Wallace,10.1,.503,16.4,0.4,.034,-3.3,1.0,-2.3,0.0,wallake01,2024-25
Jock Landale,16.0,.590,15.7,1.7,.159,0.0,0.4,0.4,0.3,landajo01,2024-25
Vince Williams Jr.,9.2,.504,17.0,0.4,.040,-2.5,-0.3,-2.8,-0.1,willivi01,2024-25
Wendell Moore Jr.,11.0,.553,13.8,0.7,.063,-2.6,-0.1,-2.7,-0.1,moorewe01,2024-25
Wendell Moore Jr.,12.4,.561,12.6,0.5,.115,-1.7,1.7,0.0,0.1,moorewe01,2024-25
Wendell Moore Jr.,10.0,.547,14.8,0.1,.023,-3.2,-1.5,-4.7,-0.2,moorewe01,2024-25
Brandon Williams,18.3,.634,22.6,1.3,.129,1.0,-0.1,1.0,0.4,willibr03,2024-25
A.J. Lawson,12.7,.542,20.0,0.8,.081,-1.5,-1.0,-2.5,-0.1,lawsoaj01,2024-25
Grant Williams,11.5,.596,14.8,0.7,.071,-2.3,0.7,-1.6,0.1,willigr01,2024-25
Lonnie Walker IV,13.1,.548,22.8,0.3,.033,0.0,-2.4,-2.4,0.0,walkelo01,2024-25
Duop Reath,13.7,.552,17.0,1.0,.105,0.2,-0.5,-0.3,0.2,reathdu01,2024-25
Reece Beekman,7.5,.400,12.8,0.1,.010,-6.7,1.3,-5.4,-0.4,beekmre01,2024-25
Reece Beekman,42.3,1.000,10.5,0.0,.598,9.8,16.1,26.0,0.0,beekmre01,2024-25
Reece Beekman,7.2,.395,12.8,0.1,.005,-6.8,1.2,-5.6,-0.4,beekmre01,2024-25
Kai Jones,20.2,.804,13.0,2.1,.216,1.4,1.5,2.9,0.6,joneska01,2024-25
Kai Jones,14.5,.739,10.8,0.7,.160,-2.0,2.6,0.6,0.1,joneska01,2024-25
Kai Jones,24.8,.837,14.8,1.4,.261,4.2,0.6,4.8,0.4,joneska01,2024-25
Larry Nance Jr.,16.0,.632,15.7,1.3,.131,1.1,0.7,1.8,0.4,nancela02,2024-25
Collin Gillespie,16.8,.578,17.7,1.3,.131,2.3,0.2,2.5,0.5,gilleco01,2024-25
Rayan Rupert,8.1,.499,16.8,0.1,.007,-4.1,-0.6,-4.7,-0.3,ruperra01,2024-25
GG Jackson II,9.3,.482,21.7,0.1,.009,-3.3,-2.0,-5.3,-0.4,jacksgg01,2024-25
Jaylon Tyson,11.1,.523,17.4,0.8,.083,-2.4,-0.2,-2.7,-0.1,tysonja01,2024-25
